region,period,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
63000000000 Саратовская область,120 январь-июнь,"6,757","7,437","7,221","7,437","7,219","7,287","7,183","7,407","7,521","6,250","5,588","5,605","5,270","4,962","3,696"
63000000000 Саратовская область,65 июль,"2,113","2,383","2,008","2,102","2,748","2,483","2,201","2,205","2,129","2,061","2,173","2,392","1,739","1,668","1,340"
63000000000 Саратовская область,119 январь-июль,"8,870","9,820","9,229","9,539","9,967","9,770","9,384","9,612","9,650","8,311","7,761","7,997","7,009","6,630","5,036"
63000000000 Саратовская область,60 август,"2,780","3,156","3,671","3,025","2,854","2,791","2,988","3,100","3,164","2,832","2,226","2,333","2,670","2,267","2,019"
63000000000 Саратовская область,116 январь-август,"11,650","12,976","12,900","12,564","12,821","12,561","12,372","12,712","12,814","11,143","9,987","10,330","9,679","8,897","7,055"
63000000000 Саратовская область,108 сентябрь,"2,884","2,941","2,390","2,536","2,615","3,157","2,813","2,528","2,309","2,158","1,855","2,058","1,687","1,637","1,513"
63000000000 Саратовская область,125 январь-сентябрь,"14,534","15,917","15,290","15,100","15,436","15,718","15,185","15,240","15,123","13,301","11,842","12,388","11,366","10,534","8,568"
63000000000 Саратовская область,105 октябрь,"1,693","1,789","1,814","1,919","2,159","2,078","1,684","1,719","1,677","1,567","1,288","1,201",583,"1,127","1,153"
63000000000 Саратовская область,124 январь-октябрь,"16,227","17,706","17,104","17,019","17,595","17,796","16,869","16,959","16,800","14,868","13,130","13,589","11,949","11,661","9,721"
63000000000 Саратовская область,104 ноябрь,"1,404","1,807","1,517","1,309","1,321","1,728","1,405","1,458","1,319","1,120",851,960,529,"1,057",768
63000000000 Саратовская область,123 январь-ноябрь,"17,631","19,513","18,621","18,328","18,916","19,524","18,274","18,417","18,119","15,988","13,981","14,549","12,478","12,718","10,489"
63000000000 Саратовская область,62 декабрь,"1,254","1,664","1,142","1,191","1,277","1,644","1,403","1,132","1,190","1,364",881,"1,101",670,896,772
63000000000 Саратовская область,118 январь-декабрь,"18,885","21,177","19,763","19,519","20,193","21,168","19,677","19,549","19,309","17,352","14,862","15,650","13,148","13,614","11,261"
73000000000 Ульяновская область,115 январь,511,475,493,567,564,502,423,488,488,471,383,389,368,352,296
73000000000 Ульяновская область,114 февраль,576,621,610,786,557,617,633,566,651,609,447,561,438,412,517
73000000000 Ульяновская область,M01_02 январь-февраль,"1,087","1,096","1,103","1,353","1,121","1,119","1,056","1,054","1,139","1,080",830,950,806,764,813
73000000000 Ульяновская область,68 март,455,416,637,500,380,558,404,776,483,415,516,365,360,430,307
73000000000 Ульяновская область,122 январь-март,"1,542","1,512","1,740","1,853","1,501","1,677","1,460","1,830","1,622","1,495","1,346","1,315","1,166","1,194","1,120"
73000000000 Ульяновская область,61 апрель,638,944,445,862,"1,061",782,863,478,732,810,389,672,639,331,295
73000000000 Ульяновская область,117 январь-апрель,"2,180","2,456","2,185","2,715","2,562","2,459","2,323","2,308","2,354","2,305","1,735","1,987","1,805","1,525","1,415"
73000000000 Ульяновская область,67 май,264,301,470,306,339,368,382,368,366,344,418,303,266,325,120
73000000000 Ульяновская область,121 январь-май,"2,444","2,757","2,655","3,021","2,901","2,827","2,705","2,676","2,720","2,649","2,153","2,290","2,071","1,850","1,535"
73000000000 Ульяновская область,66 июнь,930,954,"1,133",940,963,"1,251","1,245","1,329","1,173","1,005",981,838,797,877,622
73000000000 Ульяновская область,120 январь-июнь,"3,374","3,711","3,788","3,961","3,864","4,078","3,950","4,005","3,893","3,654","3,134","3,128","2,868","2,727","2,157"
73000000000 Ульяновская область,65 июль,"1,272","1,434","1,125","1,201","1,654","1,535","1,549","1,314","1,287","1,208","1,307","1,341","1,055",964,787
73000000000 Ульяновская область,119 январь-июль,"4,646","5,145","4,913","5,162","5,518","5,613","5,499","5,319","5,180","4,862","4,441","4,469","3,923","3,691","2,944"
73000000000 Ульяновская область,60 август,"1,463","1,687","1,931","1,615","1,398","1,365","1,627","1,867","1,877","1,691","1,277","1,237","1,332","1,194","1,061"
73000000000 Ульяновская область,116 январь-август,"6,109","6,832","6,844","6,777","6,916","6,978","7,126","7,186","7,057","6,553","5,718","5,706","5,255","4,885","4,005"
73000000000 Ульяновская область,108 сентябрь,"1,580","1,491","1,210","1,295","1,502","1,679","1,587","1,328","1,244","1,220","1,024",989,857,831,686
73000000000 Ульяновская область,125 январь-сентябрь,"7,689","8,323","8,054","8,072","8,418","8,657","8,713","8,514","8,301","7,773","6,742","6,695","6,112","5,716","4,691"
73000000000 Ульяновская область,105 октябрь,785,967,971,971,"1,146","1,054",801,788,757,756,610,526,308,558,506
73000000000 Ульяновская область,124 январь-октябрь,"8,474","9,290","9,025","9,043","9,564","9,711","9,514","9,302","9,058","8,529","7,352","7,221","6,420","6,274","5,197"
73000000000 Ульяновская область,104 ноябрь,781,960,783,740,710,956,712,753,634,643,422,549,365,524,335
73000000000 Ульяновская область,123 январь-ноябрь,"9,255","10,250","9,808","9,783","10,274","10,667","10,226","10,055","9,692","9,172","7,774","7,770","6,785","6,798","5,532"
73000000000 Ульяновская область,62 декабрь,560,854,516,597,587,819,723,585,655,665,498,501,376,416,323
73000000000 Ульяновская область,118 январь-декабрь,"9,815","11,104","10,324","10,380","10,861","11,486","10,949","10,640","10,347","9,837","8,272","8,271","7,161","7,214","5,855"
034 Уральский федеральный округ,115 январь,"4,953","5,466","5,242","6,052","5,877","5,170","5,033","5,109","5,751","5,252","4,266","4,501","4,293","4,251","3,842"
034 Уральский федеральный округ,114 февраль,"5,751","6,181","6,215","7,296","6,374","6,701","6,382","6,429","7,506","6,203","5,152","5,706","4,854","4,613","6,184"
034 Уральский федеральный округ,M01_02 январь-февраль,"10,704","11,647","11,457","13,348","12,251","11,871","11,415","11,538","13,257","11,455","9,418","10,207","9,147","8,864","10,026"
034 Уральский федеральный округ,68 март,"7,553","7,664","8,415","6,735","6,450","7,598","7,245","9,450","7,054","5,856","6,128","6,222","6,164","6,273","4,915"
034 Уральский федеральный округ,122 январь-март,"18,257","19,311","19,872","20,083","18,701","19,469","18,660","20,988","20,311","17,311","15,546","16,429","15,311","15,137","14,941"
034 Уральский федеральный округ,61 апрель,"8,397","9,427","7,386","9,071","11,177","9,217","9,044","7,445","8,648","8,518","6,140","7,295","6,744","5,495","3,005"
034 Уральский федеральный округ,117 январь-апрель,"26,654","28,738","27,258","29,154","29,878","28,686","27,704","28,433","28,959","25,829","21,686","23,724","22,055","20,632","17,946"
034 Уральский федеральный округ,67 май,"3,093","3,223","4,109","3,763","3,508","3,725","3,934","4,036","4,631","4,112","3,856","3,289","3,290","3,451","1,151"
034 Уральский федеральный округ,121 январь-май,"29,747","31,961","31,367","32,917","33,386","32,411","31,638","32,469","33,590","29,941","25,542","27,013","25,345","24,083","19,097"
034 Уральский федеральный округ,66 июнь,"10,753","11,240","10,893","10,801","11,259","12,343","13,079","13,208","11,638","10,376","10,502","10,439","9,516","9,156","6,295"
034 Уральский федеральный округ,120 январь-июнь,"40,500","43,201","42,260","43,718","44,645","44,754","44,717","45,677","45,228","40,317","36,044","37,452","34,861","33,239","25,392"
034 Уральский федеральный округ,65 июль,"12,002","13,726","11,588","12,720","15,237","15,560","13,810","13,410","12,959","13,004","12,720","13,848","10,150","10,142","8,861"
034 Уральский федеральный округ,119 январь-июль,"52,502","56,927","53,848","56,438","59,882","60,314","58,527","59,087","58,187","53,321","48,764","51,300","45,011","43,381","34,253"
034 Уральский федеральный округ,60 август,"13,160","14,632","17,927","14,310","14,193","14,880","15,414","16,968","15,784","13,892","11,198","12,011","13,554","11,812","9,621"
034 Уральский федеральный округ,116 январь-август,"65,662","71,559","71,775","70,748","74,075","75,194","73,941","76,055","73,971","67,213","59,962","63,311","58,565","55,193","43,874"
034 Уральский федеральный округ,108 сентябрь,"12,817","12,774","11,165","11,962","12,388","14,669","13,141","12,876","11,433","10,645","9,542","10,245","9,182","8,941","7,715"
034 Уральский федеральный округ,125 январь-сентябрь,"78,479","84,333","82,940","82,710","86,463","89,863","87,082","88,931","85,404","77,858","69,504","73,556","67,747","64,134","51,589"
034 Уральский федеральный округ,105 октябрь,"8,573","9,304","9,653","10,129","11,056","10,379","8,848","9,102","9,285","8,738","6,819","6,731","2,900","6,744","6,888"
034 Уральский федеральный округ,124 январь-октябрь,"87,052","93,637","92,593","92,839","97,519","100,242","95,930","98,033","94,689","86,596","76,323","80,287","70,647","70,878","58,477"
034 Уральский федеральный округ,104 ноябрь,"7,964","10,051","8,162","7,872","7,926","11,034","8,282","8,766","7,722","7,198","5,747","6,469","3,513","6,617","4,837"
